City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,buta,2.7858,24.73,295.21,96,100,1.11,CD,1683403147
366,bridgewater,44.3835,-64.5155,293.94,40,48,5.66,CA,1683403148
367,alamogordo,32.8995,-105.9603,301.8,10,0,6.69,US,1683403148
368,puerto plata,19.7934,-70.6884,309.1,74,20,7.72,DO,1683402874
369,tarauaca,-8.1614,-70.7656,295.73,98,100,2.0,BR,1683403031
370,tura,25.5198,90.2201,296.18,65,1,2.54,IN,1683403150
371,port lincoln,-34.7333,135.8667,285.78,61,90,4.74,AU,1683403152
372,butembo,0.15,29.2833,287.33,96,64,1.68,CD,1683403152
373,princeville,45.7668,-61.2985,282.39,62,1,5.81,CA,1683403153
374,pedro carbo,-1.8333,-80.2333,302.93,75,100,1.85,EC,1683403153
375,turkmenbasy,40.0222,52.9552,285.58,82,0,3.09,TM,1683403154
376,chernyshevsk,52.5243,117.0174,277.83,45,2,1.75,RU,1683403154
377,lompoc,34.6391,-120.4579,294.7,66,75,4.63,US,1683403013
378,springfield,37.2153,-93.2982,304.8,56,0,6.69,US,1683403008
379,flekkefjord,58.2971,6.6607,282.56,69,52,4.54,NO,1683403157
380,krasnovishersk,60.4078,57.082,279.66,91,100,4.15,RU,1683403157
381,minas de marcona,-15.2119,-75.1103,292.89,65,42,6.5,PE,1683403158
382,kudahuvadhoo,2.6708,72.8944,301.53,71,100,8.05,MV,1683403158
383,codrington,-38.2667,141.9667,281.76,64,67,5.43,AU,1683403159
384,kerikeri,-35.2268,173.9474,291.01,95,100,3.77,NZ,1683403160
385,monaghan,54.25,-6.9667,285.03,97,65,2.48,IE,1683403161
386,cavelossim,15.1726,73.9419,299.78,78,24,2.16,IN,1683403162
387,punta del este,-34.9667,-54.95,294.24,92,100,4.63,UY,1683403162
388,hilo,19.7297,-155.09,298.12,76,40,1.79,US,1683403163
389,sosnovskoye,55.8052,43.167,273.02,69,8,3.41,RU,1683403163
390,anzio,41.4853,12.6179,292.77,74,40,1.78,IT,1683403164
391,farrokh shahr,32.2717,50.9801,283.74,28,0,2.06,IR,1683403164
392,moree,-29.4667,149.85,285.71,41,93,1.2,AU,1683403165
393,sanchor,24.7553,71.7722,304.03,44,46,5.27,IN,1683403166
394,sealy,29.7808,-96.1572,306.93,70,61,2.24,US,1683403166
395,tha khanon,9.0302,98.9529,300.53,87,96,1.12,TH,1683403167
396,baalbek,34.0058,36.2181,282.0,65,0,3.64,LB,1683403168
397,kailua-kona,19.6406,-155.9956,300.13,80,20,3.6,US,1683403169
398,crane,31.3974,-102.3501,305.26,13,95,2.86,US,1683402890
399,ust'-ilimsk,58.0006,102.6619,271.51,97,16,1.68,RU,1683403170
400,nar'yan-mar,67.6713,53.087,264.27,95,9,3.77,RU,1683403170
401,mogocha,53.7333,119.7667,273.93,53,8,1.28,RU,1683403171
402,kulhudhuffushi,6.6221,73.07,302.04,73,100,6.55,MV,1683403171
403,motueka,-41.1333,173.0167,290.43,98,100,2.49,NZ,1683403172
404,shakhtinsk,49.71,72.5872,286.75,33,2,3.47,KZ,1683403172
405,puerto madryn,-42.7692,-65.0385,295.22,31,1,5.9,AR,1683403173
406,arraial do cabo,-22.9661,-42.0278,299.13,69,0,3.6,BR,1683403173
407,ilebo,-4.3167,20.5833,295.12,98,99,0.79,CD,1683403174
408,vallenar,-28.5708,-70.7581,294.76,31,0,3.6,CL,1683403174
409,yakakent,41.6325,35.5289,286.81,90,99,0.55,TR,1683403175
410,merizo village,13.2658,144.6691,300.46,93,100,4.54,GU,1683403176
411,dudinka,69.4058,86.1778,251.94,100,100,0.45,RU,1683403177
412,praia da vitoria,38.7333,-27.0667,293.29,83,75,9.47,PT,1683403177
413,priozersk,61.0393,30.1291,277.01,87,80,2.45,RU,1683403178
414,tyukhtet,56.5389,89.3011,280.78,96,51,2.48,RU,1683403178
415,am timan,11.0297,20.2827,308.53,15,75,1.87,TD,1683403179
416,ketchikan,55.3422,-131.6461,284.41,66,75,3.09,US,1683403180
417,lashkar gah,31.5938,64.3716,294.95,13,0,5.54,AF,1683403180
418,guatrache,-37.6678,-63.5302,287.12,56,100,2.98,AR,1683403181
419,forster,-32.1667,152.5167,281.14,99,2,2.48,AU,1683403182
420,changshu city,31.6462,120.7422,288.14,88,100,4.9,CN,1683403182
421,naracoorte,-36.9579,140.7383,278.2,85,39,2.25,AU,1683403183
422,ascension,30.2169,-90.9001,294.3,98,100,0.0,US,1683403183
423,arkadelphia,34.1209,-93.0538,304.51,62,40,3.6,US,1683403184
424,antofagasta,-23.65,-70.4,290.75,70,6,3.5,CL,1683403184
425,nueve de julio,-35.4444,-60.8831,288.69,99,100,1.79,AR,1683403185
426,muroto-misakicho,33.2833,134.15,293.35,97,100,9.2,JP,1683403185
427,chibougamau,49.9168,-74.3659,292.94,24,75,6.69,CA,1683403186
428,athens,37.9795,23.7162,292.69,58,20,2.06,GR,1683402666
429,kavieng,-2.5744,150.7967,300.64,79,92,1.59,PG,1683403187
430,mhamid,29.82,-5.72,304.37,12,99,3.82,MA,1683403187
431,paracuru,-3.41,-39.0306,302.1,77,21,4.96,BR,1683403188
432,yorkton,51.2167,-102.4677,288.06,38,100,9.26,CA,1683403188
433,cozumel,20.5083,-86.9458,304.79,74,45,4.47,MX,1683403044
434,goure,13.9835,10.2704,304.79,10,29,3.79,NE,1683403189
435,reguengos de monsaraz,38.4253,-7.5349,292.69,57,49,6.87,PT,1683403190
436,xindian,36.7975,118.2944,285.35,46,100,1.94,CN,1683403191
437,uaua,-9.8414,-39.4817,300.39,55,94,6.42,BR,1683403192
438,carnarvon,-24.8667,113.6333,294.54,72,7,4.69,AU,1683403192
439,al bayda',32.7627,21.7551,285.08,97,32,4.37,LY,1683403193
440,sabang,5.8933,95.3214,300.84,80,99,8.42,ID,1683403194
441,najaf,31.9985,44.3398,302.03,14,0,4.12,IQ,1683403007
442,kargopol',61.5071,38.9456,271.16,82,95,2.85,RU,1683403195
443,konarka,19.9,86.1167,301.37,86,9,5.21,IN,1683403195
444,souillac,-20.5167,57.5167,299.36,78,40,3.6,MU,1683403196
445,callao,-12.0667,-77.15,298.31,65,0,5.66,PE,1683403196
446,strezhevoy,60.7333,77.5889,283.36,67,100,2.84,RU,1683403197
447,richards bay,-28.783,32.0377,296.35,69,66,4.3,ZA,1683403197
448,algona,43.07,-94.233,291.2,100,100,6.69,US,1683403198
449,castillos,-34.1667,-53.8333,292.17,98,100,4.12,UY,1683403198
450,valencia,39.3333,-0.8333,291.96,65,19,1.63,ES,1683403005
451,huanggang,23.677,116.9996,300.09,92,100,2.02,CN,1683403200
452,malpura,26.2833,75.3833,301.6,33,38,2.61,IN,1683403200
453,tianchang,37.9981,114.0156,283.9,64,3,3.26,CN,1683403201
454,danao,10.5208,124.0272,301.18,83,94,0.28,PH,1683403203
455,tobol'sk,58.2,68.2667,287.33,41,51,4.09,RU,1683403204
456,saint-pierre,-21.3393,55.4781,297.35,83,75,0.0,RE,1683403205
457,urupes,-21.2017,-49.29,303.78,64,87,2.37,BR,1683403206
458,nakamura,32.9833,132.9333,293.96,99,100,4.39,JP,1683403208
459,fortuna,40.5982,-124.1573,288.67,67,0,0.89,US,1683403209
460,pacific grove,36.6177,-121.9166,290.01,70,75,7.2,US,1683403210
461,tataouine,32.9297,10.4518,301.38,22,100,2.28,TN,1683403210
462,lerwick,60.1545,-1.1494,281.15,94,100,8.65,GB,1683403211
463,sing buri,14.85,100.2333,304.87,60,100,4.18,TH,1683403212
464,vipiteno,46.8925,11.4301,287.57,85,100,1.92,IT,1683403214
465,lianzhou,24.7811,112.3825,293.46,94,100,1.9,CN,1683403214
466,tralee,52.2704,-9.7026,285.49,82,95,4.2,IE,1683403215
467,wanning,18.8003,110.3967,298.94,96,44,2.31,CN,1683403216
468,kirchenviertel,47.1362,15.3457,287.95,94,40,1.54,AT,1683403216
469,kolpny,52.2282,37.0368,274.86,64,0,3.26,RU,1683403217
470,paka,4.6374,103.4368,300.11,94,100,0.0,MY,1683403218
471,miracema do tocantins,-9.5618,-48.3967,302.78,71,54,0.55,BR,1683403219
472,gulf shores,30.246,-87.7008,299.58,67,100,2.68,US,1683403221
473,port douglas,-16.4833,145.4667,295.79,97,99,1.96,AU,1683403222
474,jardin america,-27.0435,-55.227,295.47,99,100,0.36,AR,1683403224
475,zahedan,29.4963,60.8629,292.1,24,0,3.09,IR,1683403226
476,yaroslavl,57.6299,39.8737,273.04,86,75,3.0,RU,1683402966
477,inirida,3.8653,-67.9239,303.9,65,100,0.48,CO,1683403227
478,borba,-4.3878,-59.5939,302.87,71,92,1.26,BR,1683403228
479,fisterra,42.9049,-9.2629,290.23,92,100,4.95,ES,1683403228
480,alo,7.4178,6.7371,298.88,84,65,2.08,NG,1683403229
481,mollendo,-17.0231,-72.0147,292.89,81,96,6.11,PE,1683403230
482,zouerate,22.7187,-12.4521,302.15,13,0,5.36,MR,1683403231
483,ar ruways,24.1103,52.7306,298.36,64,0,3.93,AE,1683403231
484,brokopondo,4.75,-55.1667,300.42,86,100,2.51,SR,1683403232
485,borogontsy,62.6683,131.1683,275.0,99,100,3.95,RU,1683403233
486,mumbwa,-14.9783,27.0619,289.5,49,0,2.65,ZM,1683403234
487,andirin,37.5776,36.3549,283.93,95,100,1.57,TR,1683403234
488,shitanjing,39.2342,106.3439,282.24,67,100,2.82,CN,1683403235
489,jiwani,25.05,61.7417,300.39,66,1,2.85,PK,1683403235
490,jiujiang,29.7333,115.9833,289.7,94,100,2.76,CN,1683403236
491,ad-damazin,11.7891,34.3592,308.38,22,1,1.92,SD,1683403237
492,saynshand,44.8824,110.1163,280.9,25,8,2.7,MN,1683403237
493,chui,-33.6971,-53.4616,292.85,96,100,4.19,UY,1683403238
494,san antonio de pale,-1.4014,5.6325,300.95,74,100,1.71,GQ,1683403238
495,ust-tsilma,65.441,52.1498,267.39,95,96,4.44,RU,1683403239
496,santo antonio do ica,-3.1022,-67.9397,301.23,86,100,1.58,BR,1683403239
497,wad medani,14.4012,33.5199,309.05,11,5,3.07,SD,1683403240
498,al jahra',29.3375,47.6581,303.09,10,0,3.49,KW,1683403240
499,ebebiyin,2.1511,11.3353,294.42,99,100,1.16,GQ,1683403241
500,eral,8.6333,78.0167,302.61,67,100,4.75,IN,1683403242
501,gadzhiyevo,69.2551,33.3362,273.56,87,26,3.27,RU,1683403242
502,raychikhinsk,49.7838,129.4121,279.69,46,6,2.37,RU,1683403244
503,sungai penuh,-2.0833,101.3833,291.61,98,100,0.36,ID,1683403244
504,canutama,-6.5339,-64.3831,301.95,73,100,0.38,BR,1683403245
505,ust'-kulom,61.6864,53.6902,276.56,98,100,1.35,RU,1683403246
506,tsiombe,-25.3,45.4833,293.41,90,0,2.02,MG,1683403246
507,karratha,-20.7377,116.8463,298.86,47,99,8.9,AU,1683403247
508,baikonur,45.6167,63.3167,291.18,35,100,3.87,KZ,1683403247
509,diego martin,10.7005,-61.5342,301.03,79,100,7.81,TT,1683403248
510,gidole,5.65,37.3667,286.49,91,100,1.91,ET,1683403248
511,nagqu,31.5,92.0,270.72,69,100,2.16,CN,1683403249
512,at taj,24.2049,23.2857,293.24,28,0,4.87,LY,1683403250
513,la'ie,21.6477,-157.9253,300.13,74,99,10.82,US,1683403250
514,mtambile,-5.3833,39.7,300.15,78,5,6.29,TZ,1683403251
515,berezovyy,51.6667,135.7,276.98,83,100,1.49,RU,1683403252
516,uturoa,-16.7333,-151.4333,301.0,77,100,8.52,PF,1683403252
517,asaita,11.5636,41.4394,305.26,44,100,6.79,ET,1683403253
518,khovd,48.0056,91.6419,278.46,54,100,1.25,MN,1683403254
519,altayskoye,51.9533,85.3325,283.94,64,6,1.42,RU,1683403255
520,al hazm,16.1641,44.7769,297.18,58,100,7.61,YE,1683403255
521,klaksvik,62.2266,-6.589,281.66,97,65,7.39,FO,1683403256
522,belomorsk,64.5232,34.7668,271.93,96,100,2.82,RU,1683403257
523,shenjiamen,29.9576,122.298,288.29,95,100,6.76,CN,1683403257
524,vernon,50.2581,-119.2691,286.9,78,100,2.68,CA,1683403095
525,otok,45.1467,18.8839,291.11,74,42,2.51,HR,1683403258
526,salinopolis,-0.6136,-47.3561,301.36,80,57,6.48,BR,1683403259
527,bentiu,9.2333,29.8333,305.46,35,10,1.23,SS,1683403260
528,tadine,-21.55,167.8833,298.05,74,54,4.15,NC,1683403260
529,jayapura,-2.5333,140.7,298.81,92,84,1.73,ID,1683403261
530,saldanha,-33.0117,17.9442,291.18,89,12,2.58,ZA,1683403262
531,leku,6.8667,38.45,289.07,89,6,1.22,ET,1683403262
532,kangundo,-1.2979,37.3471,291.34,93,48,1.49,KE,1683403263
533,san matias,-16.3667,-58.4,303.6,57,34,0.96,BO,1683403263
534,stephenville,32.2207,-98.2023,305.51,60,40,3.09,US,1683403264
535,antsiranana,-12.2787,49.2917,297.44,82,1,5.08,MG,1683403265
536,yinchuan,38.4681,106.2731,285.95,56,100,3.61,CN,1683403266
537,sainte-suzanne,-20.9061,55.6089,297.65,91,100,5.14,RE,1683403266
538,bhamo,24.2667,97.2333,297.86,57,11,0.95,MM,1683403267
539,vilyuysk,63.7553,121.6247,274.1,89,100,5.34,RU,1683403267
540,mabaruma,8.2,-59.7833,302.44,59,100,3.54,GY,1683403268
541,swakopmund,-22.6833,14.5333,287.62,88,1,2.24,,1683403269
542,porsa,26.67,78.3747,302.96,34,4,2.56,IN,1683403269
543,muromtsevo,56.3724,75.2418,286.77,37,8,2.02,RU,1683403270
544,novyy urgal,51.0736,132.5642,276.5,85,97,0.64,RU,1683403270
545,hasaki,35.7333,140.8333,294.42,82,100,11.69,JP,1683403271
546,madison,34.7334,-86.5667,300.04,60,0,3.6,US,1683402805
547,weligama,5.9667,80.4167,298.98,89,100,5.39,LK,1683403272
548,praia,14.9215,-23.5087,297.45,60,40,11.83,CV,1683403273
549,harrison,30.4091,-89.0436,295.19,89,75,3.09,US,1683403274
550,hengchun,22.0042,120.7439,300.07,81,100,3.76,TW,1683403275
551,verkhniy mamon,50.1635,40.3832,278.93,62,58,6.15,RU,1683403276
552,wauchope,-31.45,152.7333,284.8,67,98,1.38,AU,1683403276
553,mancio lima,-7.6142,-72.8958,303.19,79,75,4.12,BR,1683403277
554,wynyard,-41.0,145.7167,277.03,67,1,2.96,AU,1683403277
555,weno,7.4515,151.8468,301.73,70,100,0.79,FM,1683403278
556,bonthe,7.5264,-12.505,301.16,79,92,4.41,SL,1683403278
557,queenstown,-31.8976,26.8753,288.36,69,78,2.4,ZA,1683403281
558,taulaga,-11.0553,-171.0883,301.6,78,11,7.34,AS,1683403282
559,bikenibeu village,1.3673,173.1241,300.13,83,75,3.09,KI,1683403283
560,hailey,43.5196,-114.3153,281.37,81,75,5.14,US,1683403284
561,kiunga,-6.1219,141.2906,295.8,99,86,1.01,PG,1683403284
562,westport,41.1415,-73.3579,297.01,34,6,3.13,US,1683403184
563,kabinda,-6.1333,24.4833,294.91,84,12,1.86,CD,1683403286
564,jinxiang,27.4327,120.6062,291.64,94,96,4.04,CN,1683403286
565,tocopilla,-22.092,-70.1979,293.37,64,14,3.15,CL,1683403288
566,tadepallegudem,16.8333,81.5,301.27,79,72,0.78,IN,1683403288
567,ulladulla,-35.35,150.4667,281.35,86,96,4.09,AU,1683403289
